32,1,89
14,2,97
20,3,81
26,4,98
29,8,84
17,6,92
23,7,99
100,28,127
11,5,94
66,32,89
89,1,119
1,9,119
9,10,95
94,5,118
5,12,118
12,13,90
13,14,70
97,2,126
2,15,126
62,17,92
6,18,67
67,18,96
96,19,125
3,21,60
60,21,91
22,23,69
99,7,102
24,25,65
65,25,101
25,26,101
4,27,68
8,30,56
56,30,93
75,33,116
68,27,100
104,33,115
77,35,112
21,22,91
106,36,139
16,17,62
30,31,93
107,34,134
79,34,114
15,16,85
10,11,64
120,38,124
19,20,125
78,36,113
7,24,102
105,35,138
108,37,137
28,29,127
80,34,131
87,40,122
83,41,123
74,36,132
86,42,142
76,35,133
83,37,143
59,41,83
63,40,87
87,38,130
90,47,108
64,39,111
82,38,120
65,43,144
81,42,141
88,43,136
121,71,137
76,51,112
80,49,109
75,50,120
73,39,135
70,47,90
64,11,94
73,49,131
66,44,93
31,32,66
60,42,81
86,36,106
98,48,129
27,28,100
62,41,85
108,47,143
69,46,91
69,23,99
58,43,65
88,35,105
67,45,92
18,19,96
56,40,84
129,48,130
72,39,117
73,55,111
98,58,101
105,61,140
93,44,134
79,56,93
92,45,139
78,62,92
68,48,98
100,63,130
77,60,91
91,46,138
70,14,97
97,59,128
109,49,115
113,52,123
94,54,117
110,71,115
110,49,135
89,55,107
103,33,104
104,71,121
74,51,103
122,53,124
71,104,115
88,50,133
35,76,112
42,60,77
74,52,113
41,62,78
80,53,114
40,56,79
107,73,131
75,53,109
106,57,141
3,60,81
53,75,124
43,58,82
121,83,123
59,83,128
8,56,84
40,63,84
41,59,85
16,62,85
96,57,106
112,51,142
114,53,122
63,87,130
99,61,105
116,76,133
95,55,119
44,66,89
72,54,108
13,70,90
22,69,91
35,77,138
6,67,92
36,78,139
31,66,93
34,79,134
90,54,118
39,64,117
95,64,111
10,64,95
81,57,125
45,67,96
85,59,126
47,70,97
82,58,129
4,68,98
140,61,144
46,69,99
84,63,127
48,68,100
58,65,101
26,98,101
24,65,102
61,99,102
50,75,116
51,76,103
52,74,104
74,103,104
102,65,144
46,99,105
57,81,141
45,96,106
55,73,107
44,89,107
110,72,137
54,90,108
33,75,109
53,80,109
37,83,121
39,72,135
39,73,111
55,95,111
42,77,142
132,86,142
36,74,113
41,78,113
40,79,114
34,80,114
33,109,115
49,110,115
103,76,116
33,103,116
54,72,117
64,94,117
12,90,118
54,94,118
55,89,119
9,95,119
120,50,136
43,82,136
52,104,121
72,108,137
38,87,124
40,114,122
41,113,123
52,121,123
75,120,124
87,122,124
20,81,125
57,96,125
15,85,126
59,97,126
29,84,127
63,100,127
47,97,128
128,83,143
38,82,129
58,98,129
48,100,130
38,129,130
49,80,131
34,107,131
51,74,132
36,86,132
35,88,133
50,116,133
79,93,134
44,107,134
49,73,135
72,110,135
50,88,136
82,120,136
71,110,137
37,121,137
77,91,138
46,105,138
78,92,139
45,106,139
43,88,140
88,105,140
42,86,141
86,106,141
77,112,142
51,132,142
37,108,143
47,128,143
61,102,144
43,140,144
