-1,-1.2246e-16
6.1232e-17,-1
1,0
6.1232e-17,1
-0.70711,-0.70711
0.70711,-0.70711
0.70711,0.70711
-0.70711,0.70711
-0.99981,-0.019634
-0.99923,-0.03926
-0.99827,-0.058871
-0.99692,-0.078459
-0.99518,-0.098017
-0.99307,-0.11754
-0.99057,-0.13701
-0.98769,-0.15643
-0.98443,-0.1758
-0.98079,-0.19509
-0.97677,-0.21431
-0.97237,-0.23345
-0.9676,-0.25249
-0.96246,-0.27144
-0.95694,-0.29028
-0.95106,-0.30902
-0.94481,-0.32763
-0.93819,-0.34612
-0.93121,-0.36447
-0.92388,-0.38268
-0.91619,-0.40075
-0.90814,-0.41866
-0.89975,-0.43641
-0.89101,-0.45399
-0.88192,-0.4714
-0.8725,-0.48862
-0.86273,-0.50566
-0.85264,-0.5225
-0.84222,-0.53914
-0.83147,-0.55557
-0.8204,-0.57179
-0.80902,-0.58779
-0.79732,-0.60356
-0.78532,-0.61909
-0.77301,-0.63439
-0.76041,-0.64945
-0.74751,-0.66425
-0.73432,-0.6788
-0.72085,-0.69309
-0.69309,-0.72085
-0.6788,-0.73432
-0.66425,-0.74751
-0.64945,-0.76041
-0.63439,-0.77301
-0.61909,-0.78532
-0.60356,-0.79732
-0.58779,-0.80902
-0.57179,-0.8204
-0.55557,-0.83147
-0.53914,-0.84222
-0.5225,-0.85264
-0.50566,-0.86273
-0.48862,-0.8725
-0.4714,-0.88192
-0.45399,-0.89101
-0.43641,-0.89975
-0.41866,-0.90814
-0.40075,-0.91619
-0.38268,-0.92388
-0.36447,-0.93121
-0.34612,-0.93819
-0.32763,-0.94481
-0.30902,-0.95106
-0.29028,-0.95694
-0.27144,-0.96246
-0.25249,-0.9676
-0.23345,-0.97237
-0.21431,-0.97677
-0.19509,-0.98079
-0.1758,-0.98443
-0.15643,-0.98769
-0.13701,-0.99057
-0.11754,-0.99307
-0.098017,-0.99518
-0.078459,-0.99692
-0.058871,-0.99827
-0.03926,-0.99923
-0.019634,-0.99981
0.019634,-0.99981
0.03926,-0.99923
0.058871,-0.99827
0.078459,-0.99692
0.098017,-0.99518
0.11754,-0.99307
0.13701,-0.99057
0.15643,-0.98769
0.1758,-0.98443
0.19509,-0.98079
0.21431,-0.97677
0.23345,-0.97237
0.25249,-0.9676
0.27144,-0.96246
0.29028,-0.95694
0.30902,-0.95106
0.32763,-0.94481
0.34612,-0.93819
0.36447,-0.93121
0.38268,-0.92388
0.40075,-0.91619
0.41866,-0.90814
0.43641,-0.89975
0.45399,-0.89101
0.4714,-0.88192
0.48862,-0.8725
0.50566,-0.86273
0.5225,-0.85264
0.53914,-0.84222
0.55557,-0.83147
0.57179,-0.8204
0.58779,-0.80902
0.60356,-0.79732
0.61909,-0.78532
0.63439,-0.77301
0.64945,-0.76041
0.66425,-0.74751
0.6788,-0.73432
0.69309,-0.72085
0.72085,-0.69309
0.73432,-0.6788
0.74751,-0.66425
0.76041,-0.64945
0.77301,-0.63439
0.78532,-0.61909
0.79732,-0.60356
0.80902,-0.58779
0.8204,-0.57179
0.83147,-0.55557
0.84222,-0.53914
0.85264,-0.5225
0.86273,-0.50566
0.8725,-0.48862
0.88192,-0.4714
0.89101,-0.45399
0.89975,-0.43641
0.90814,-0.41866
0.91619,-0.40075
0.92388,-0.38268
0.93121,-0.36447
0.93819,-0.34612
0.94481,-0.32763
0.95106,-0.30902
0.95694,-0.29028
0.96246,-0.27144
0.9676,-0.25249
0.97237,-0.23345
0.97677,-0.21431
0.98079,-0.19509
0.98443,-0.1758
0.98769,-0.15643
0.99057,-0.13701
0.99307,-0.11754
0.99518,-0.098017
0.99692,-0.078459
0.99827,-0.058871
0.99923,-0.03926
0.99981,-0.019634
0.99981,0.019634
0.99923,0.03926
0.99827,0.058871
0.99692,0.078459
0.99518,0.098017
0.99307,0.11754
0.99057,0.13701
0.98769,0.15643
0.98443,0.1758
0.98079,0.19509
0.97677,0.21431
0.97237,0.23345
0.9676,0.25249
0.96246,0.27144
0.95694,0.29028
0.95106,0.30902
0.94481,0.32763
0.93819,0.34612
0.93121,0.36447
0.92388,0.38268
0.91619,0.40075
0.90814,0.41866
0.89975,0.43641
0.89101,0.45399
0.88192,0.4714
0.8725,0.48862
0.86273,0.50566
0.85264,0.5225
0.84222,0.53914
0.83147,0.55557
0.8204,0.57179
0.80902,0.58779
0.79732,0.60356
0.78532,0.61909
0.77301,0.63439
0.76041,0.64945
0.74751,0.66425
0.73432,0.6788
0.72085,0.69309
0.69309,0.72085
0.6788,0.73432
0.66425,0.74751
0.64945,0.76041
0.63439,0.77301
0.61909,0.78532
0.60356,0.79732
0.58779,0.80902
0.57179,0.8204
0.55557,0.83147
0.53914,0.84222
0.5225,0.85264
0.50566,0.86273
0.48862,0.8725
0.4714,0.88192
0.45399,0.89101
0.43641,0.89975
0.41866,0.90814
0.40075,0.91619
0.38268,0.92388
0.36447,0.93121
0.34612,0.93819
0.32763,0.94481
0.30902,0.95106
0.29028,0.95694
0.27144,0.96246
0.25249,0.9676
0.23345,0.97237
0.21431,0.97677
0.19509,0.98079
0.1758,0.98443
0.15643,0.98769
0.13701,0.99057
0.11754,0.99307
0.098017,0.99518
0.078459,0.99692
0.058871,0.99827
0.03926,0.99923
0.019634,0.99981
-0.019634,0.99981
-0.03926,0.99923
-0.058871,0.99827
-0.078459,0.99692
-0.098017,0.99518
-0.11754,0.99307
-0.13701,0.99057
