16,1,25
9,5,25
10,2,23
12,3,24
1,9,25
11,6,23
14,4,22
13,7,24
15,8,22
18,16,25
5,10,21
6,12,20
20,12,24
7,14,19
21,10,23
19,14,22
8,16,18
2,11,23
4,15,22
18,17,22
3,13,24
19,17,24
21,17,25
20,17,23
8,18,22
17,19,22
6,20,23
17,21,23
7,19,24
17,20,24
17,18,25
5,21,25
