-1,-1.2246e-16
6.1232e-17,-1
1,0
6.1232e-17,1
-0.70711,-0.70711
0.70711,-0.70711
0.70711,0.70711
-0.70711,0.70711
-0.9988,-0.049068
-0.99518,-0.098017
-0.98918,-0.14673
-0.98079,-0.19509
-0.97003,-0.24298
-0.95694,-0.29028
-0.94154,-0.33689
-0.92388,-0.38268
-0.90399,-0.42756
-0.88192,-0.4714
-0.85773,-0.5141
-0.83147,-0.55557
-0.80321,-0.5957
-0.77301,-0.63439
-0.74095,-0.67156
-0.67156,-0.74095
-0.63439,-0.77301
-0.5957,-0.80321
-0.55557,-0.83147
-0.5141,-0.85773
-0.4714,-0.88192
-0.42756,-0.90399
-0.38268,-0.92388
-0.33689,-0.94154
-0.29028,-0.95694
-0.24298,-0.97003
-0.19509,-0.98079
-0.14673,-0.98918
-0.098017,-0.99518
-0.049068,-0.9988
0.049068,-0.9988
0.098017,-0.99518
0.14673,-0.98918
0.19509,-0.98079
0.24298,-0.97003
0.29028,-0.95694
0.33689,-0.94154
0.38268,-0.92388
0.42756,-0.90399
0.4714,-0.88192
0.5141,-0.85773
0.55557,-0.83147
0.5957,-0.80321
0.63439,-0.77301
0.67156,-0.74095
0.74095,-0.67156
0.77301,-0.63439
0.80321,-0.5957
0.83147,-0.55557
0.85773,-0.5141
0.88192,-0.4714
0.90399,-0.42756
0.92388,-0.38268
0.94154,-0.33689
0.95694,-0.29028
0.97003,-0.24298
0.98079,-0.19509
0.98918,-0.14673
0.99518,-0.098017
0.9988,-0.049068
0.9988,0.049068
0.99518,0.098017
0.98918,0.14673
0.98079,0.19509
0.97003,0.24298
0.95694,0.29028
0.94154,0.33689
0.92388,0.38268
0.90399,0.42756
0.88192,0.4714
0.85773,0.5141
0.83147,0.55557
0.80321,0.5957
0.77301,0.63439
0.74095,0.67156
0.67156,0.74095
0.63439,0.77301
0.5957,0.80321
0.55557,0.83147
0.5141,0.85773
0.4714,0.88192
0.42756,0.90399
0.38268,0.92388
0.33689,0.94154
0.29028,0.95694
0.24298,0.97003
0.19509,0.98079
0.14673,0.98918
0.098017,0.99518
0.049068,0.9988
-0.049068,0.9988
-0.098017,0.99518
-0.14673,0.98918
-0.19509,0.98079
-0.24298,0.97003
-0.29028,0.95694
-0.33689,0.94154
-0.38268,0.92388
-0.42756,0.90399
-0.4714,0.88192
-0.5141,0.85773
-0.55557,0.83147
-0.5957,0.80321
-0.63439,0.77301
-0.67156,0.74095
-0.74095,0.67156
-0.77301,0.63439
-0.80321,0.5957
-0.83147,0.55557
-0.85773,0.5141
-0.88192,0.4714
-0.90399,0.42756
-0.92388,0.38268
-0.94154,0.33689
-0.95694,0.29028
-0.97003,0.24298
-0.98079,0.19509
-0.98918,0.14673
-0.99518,0.098017
-0.9988,0.049068
0.00035831,-0.0050657
-0.0060731,0.49682
0.4361,0.24778
-0.47064,0.17088
0.42227,-0.27215
-0.37188,-0.33882
0.028145,-0.53519
-0.38236,0.52421
0.32123,0.57787
0.6664,-0.014711
-0.65001,-0.11107
-0.44677,-0.57481
0.53631,-0.50724
0.15319,0.24167
-0.28802,-0.048931
0.28221,-0.0095996
-0.050334,0.74763
0.64088,0.39447
-0.71929,0.2404
-0.20991,0.29298
0.30171,-0.66546
-0.19493,-0.69461
-0.097747,-0.27066
0.67767,-0.30278
-0.64278,-0.3641
-0.54797,0.38858
0.64323,0.18997
0.134,0.65479
-0.28484,0.72435
0.53869,0.59088
-0.78539,0.043317
-0.54032,0.61593
-0.47514,-0.0058487
0.29434,0.38498
0.48429,-0.091134
0.33741,0.76465
0.83065,0.064695
0.28249,0.16766
-0.79113,0.35966
0.77786,0.38391
0.027343,0.87241
-0.50269,-0.7096
0.64723,-0.5666
0.17098,-0.23742
0.030367,-0.76597
-0.20931,-0.46625
0.33528,-0.45856
0.79281,-0.15269
-0.043174,0.18522
-0.18356,0.56622
-0.77139,-0.2641
-0.37895,0.3386
-0.29435,0.13711
-0.52538,-0.23046
0.45979,0.42755
-0.62237,0.086477
0.16882,0.802
0.79442,0.22973
0.15092,0.071301
-0.6845,0.47423
0.12694,0.40922
0.42498,0.092296
0.47416,-0.66727
-0.34901,-0.76229
-0.62124,-0.53839
0.26853,-0.80516
0.55113,-0.20443
-0.13945,-0.10802
0.73329,-0.44438
-0.40104,0.66511
-0.49357,-0.43226
-0.18003,0.832
0.6668,0.54013
-0.84641,0.16928
0.54737,-0.34627
0.43276,0.65793
-0.00050725,0.62519
-0.57991,0.25669
-0.86641,-0.065444
-0.35377,0.81333
-0.48619,0.49547
0.31943,0.26624
0.58255,0.67012
-0.6124,0.64537
0.40777,0.80657
0.90161,0.027328
-0.86179,0.3292
0.80201,0.45565
-0.019672,0.92529
0.66939,-0.6413
-0.56794,-0.73431
-0.24991,-0.222
0.063864,-0.36471
-0.15028,0.055968
0.023418,-0.16107
-0.0094425,0.35351
-0.40076,-0.13863
0.19371,-0.5295
-0.12737,-0.83215
0.30722,-0.16762
-0.35343,-0.47281
0.1636,-0.71718
-0.25719,0.44155
-0.31713,-0.62093
-0.047699,-0.64918
-0.78008,-0.3813
0.80689,-0.27935
0.4218,-0.55465
0.14169,-0.85712
0.55311,0.32023
-0.63742,-0.23496
0.19776,0.54334
0.56883,0.082913
0.67827,-0.16401
-0.65974,0.35363
0.39252,-0.78223
-0.39673,0.073577
0.077429,0.75438
0.6984,0.28698
-0.50047,0.72533
0.42684,-0.37844
