216,1,2309
60,2,2433
112,3,1603
164,4,1581
34,5,1599
86,6,1660
138,7,986
190,8,927
2289,214,3721
2309,1,3687
1509,209,1545
1,9,3687
9,10,2368
10,11,1505
11,12,1016
1016,12,1486
627,201,998
1486,13,2338
13,14,2338
14,15,2292
1622,16,2221
619,18,1010
18,19,1010
19,20,974
974,20,1565
1565,21,1675
1675,22,2237
22,23,2237
2237,23,2688
2688,24,3097
24,25,3097
2199,26,3302
26,27,3302
3302,27,5129
27,28,5129
28,29,3265
30,31,2354
993,32,1029
973,34,1599
5,35,1004
35,36,629
629,36,960
960,37,1635
37,38,1635
1635,38,2459
2459,38,3802
39,40,2302
2302,40,3304
41,42,2584
2584,42,3946
43,44,1518
1518,44,5045
44,45,5045
1003,72,1018
1689,46,2607
47,48,1497
48,49,1026
967,50,1490
50,51,1490
1490,51,2494
53,54,931
931,54,1484
55,56,630
630,56,965
56,57,965
965,57,1534
58,59,932
932,59,2668
1427,2,2689
61,62,1017
1017,62,1530
62,63,1530
63,64,999
999,64,1667
966,65,1596
1002,68,1014
68,69,1014
621,70,1015
70,71,1015
73,74,620
620,74,1578
74,75,1578
958,620,1640
1557,76,2478
77,78,961
961,78,2600
78,79,2600
1628,79,2651
79,80,2651
1589,81,1621
622,83,1008
83,84,1008
1008,84,2564
84,85,2564
2578,886,2626
1446,87,2240
87,88,2240
2240,88,3528
2420,90,3561
91,92,1465
1001,93,1598
93,94,1598
94,95,1577
96,97,625
625,97,1679
97,98,1679
1669,625,1679
1513,99,2482
101,102,985
985,102,1529
102,103,1529
1027,104,1636
939,106,1651
107,108,632
623,109,633
109,110,633
976,111,1549
1549,112,1603
3,113,1521
1521,113,1686
113,114,1686
1686,114,2611
1432,115,2352
116,117,1022
1022,117,1600
117,118,1600
118,119,1588
120,121,618
618,121,1568
121,122,1568
1423,403,2530
1562,123,1570
1570,124,1574
125,126,624
624,126,997
997,127,1006
127,128,1006
1481,129,1662
129,130,1662
1662,130,2655
2657,131,3994
132,133,3762
1492,134,2423
2423,135,3426
136,137,1559
1559,137,2540
986,7,1480
7,139,1480
1480,139,2330
2330,140,3373
140,141,3373
142,143,2310
964,145,2632
145,146,1632
1632,146,1677
147,148,626
626,148,957
957,149,1583
150,151,990
990,151,1673
1007,153,1684
153,154,1011
154,155,628
628,155,1655
155,156,1655
1442,414,2648
1590,157,1688
157,158,1688
1428,159,2233
159,160,2233
2233,160,3546
163,164,950
950,164,1581
4,165,962
962,165,1629
166,167,1602
2195,390,3835
168,169,978
1546,170,2347
171,172,2322
170,171,2347
172,173,1618
2140,174,3482
174,175,3482
175,176,2207
2207,176,3710
3710,176,5180
177,178,3294
2261,1280,3294
2321,180,3259
181,182,940
940,182,1543
1543,183,2318
2318,184,3789
185,186,2300
187,188,617
617,188,1637
188,189,1637
1609,617,1637
927,8,3786
8,191,3786
191,192,1460
2343,193,3391
3391,194,5251
195,196,1495
1495,196,2216
196,197,2216
198,199,1591
200,201,627
998,201,1683
202,203,975
203,204,631
631,204,1023
1023,205,1681
1012,206,2563
206,207,2563
207,208,1564
209,210,1545
4448,217,5639
98,99,1513
1545,210,2642
2098,739,4477
4766,218,4851
1619,211,1641
2470,221,3842
212,213,970
970,213,4990
4567,222,5403
2917,220,5872
143,144,1555
3493,330,5076
1994,510,3353
103,104,1027
3364,232,5077
69,70,621
4696,219,5796
4092,451,5527
3271,326,5265
2148,231,3101
3013,223,4263
1460,192,2343
4336,222,5778
4263,223,6059
3395,249,4345
3180,227,4803
3879,1361,5077
2976,224,4159
3047,271,4244
3128,218,4766
3063,225,4850
3172,219,5018
5018,219,5739
4243,220,4261
3284,279,6068
4855,228,5064
5313,237,6061
3361,228,4855
162,163,1580
2476,221,3740
213,214,4990
4315,320,5583
4406,262,4675
3357,658,5572
1401,251,2371
149,150,1583
3385,234,3503
2169,226,3590
89,90,2420
2313,273,3102
1026,49,1672
3024,224,5009
1438,259,3935
3260,245,4603
3576,233,4621
4534,226,4711
3021,349,5717
4918,756,5027
1410,235,2145
3288,229,3701
2906,227,5271
5064,228,5256
2198,225,3646
2192,244,3454
2145,235,3477
3479,688,5178
4341,247,5224
3646,225,5839
2954,269,4730
4124,357,5737
4246,248,5571
215,216,2495
3058,325,4677
2964,230,5669
2279,397,4607
3213,298,3806
2013,243,4335
1528,258,3919
31,32,993
2655,131,2657
3503,234,4729
3299,229,5037
3859,254,3902
3167,239,4653
3155,240,3843
5342,260,5981
3262,280,4617
2029,277,3366
5318,317,5912
5355,236,5992
3866,245,4858
4232,268,4759
2312,246,3763
2499,229,3299
32,33,1029
104,105,1636
2541,347,4937
3555,242,5257
3362,768,5791
1522,250,5676
2974,268,4232
2282,254,3651
2815,635,5851
2063,1094,4335
4582,270,5661
2277,247,4341
2099,248,4246
4473,757,5099
2303,254,3869
2211,231,3161
3096,274,4658
3628,252,3800
1015,71,1663
2018,355,3529
1020,309,1476
2526,255,3398
4556,239,4572
183,184,2318
978,169,1546
3007,279,4925
2894,236,4162
3228,238,4426
2264,238,4910
3149,822,5676
4038,237,5335
1688,158,2604
3403,361,4754
4219,2917,5872
3392,242,4639
4191,241,5650
2848,249,4523
2405,284,3314
2375,485,3231
4394,261,5415
3283,240,4289
3092,287,5050
991,255,1586
133,134,1492
3163,281,5094
4334,267,5478
82,83,622
4256,344,5485
633,110,976
4517,261,4536
197,198,1658
1544,256,2647
2182,653,3281
2093,282,5096
2215,253,2528
1383,247,2277
45,46,1689
2351,484,3082
2129,339,3438
2185,512,5140
2490,295,3661
3200,297,3668
65,66,1596
2402,275,3243
981,257,5290
92,93,1001
2362,233,4716
4684,267,5875
3275,514,5046
3627,253,3737
3447,301,3706
1494,251,3580
4119,572,5267
2156,252,3628
2638,395,3667
3714,278,4273
2667,576,2675
1548,397,3638
3012,280,4104
2431,285,3996
984,306,2608
1542,289,3712
1500,257,2484
4854,573,5836
1019,307,1473
2383,520,3853
3298,341,4980
2238,470,3252
1539,587,2670
1597,386,2525
3410,516,4886
5364,636,5541
2966,651,5602
4174,458,5287
5302,422,5327
5933,260,6079
2078,217,3316
4346,270,5809
3049,272,4401
4027,236,5355
4488,425,5794
3226,249,5218
5339,312,5946
5335,237,6058
5307,314,5980
4064,332,5308
2987,319,4206
4140,284,4995
3301,263,4934
2912,262,5472
4112,230,5823
3023,262,4406
3431,1939,3843
3056,317,6006
2046,263,3301
3225,266,4736
2378,287,3092
4400,1753,5645
3004,689,4906
2508,292,3618
3308,293,5144
4875,360,5515
3006,283,4844
2228,355,4972
4443,1774,5539
4606,322,4931
1990,286,3193
3333,265,5259
4244,271,5432
4645,244,5674
3465,1211,4401
2819,268,4846
3336,283,3648
4187,1102,4244
4085,315,5570
193,194,3391
2865,334,4554
2149,365,3510
2968,352,5163
2348,282,3742
3103,336,4821
3084,323,4907
2027,325,3058
3942,749,5277
3233,811,5252
4844,283,4879
4254,264,4362
2255,290,3962
2131,264,4857
2260,276,3541
2939,436,4597
3454,244,4645
2341,276,5079
5590,343,5915
2026,744,6039
2085,724,3874
2147,295,3258
1416,310,3958
3070,328,4656
3423,434,4913
1382,351,2390
2205,246,2312
3219,265,4948
3030,316,5202
2190,773,3060
2944,348,5131
3390,696,5146
2902,315,5402
2118,350,3768
1567,294,2666
52,53,1571
4475,639,6075
2925,383,5438
2408,294,2621
4483,364,5166
2209,354,3233
1477,275,2455
2227,266,3885
20,21,1565
3248,509,3891
3095,342,4932
5308,332,5999
4205,318,5863
2088,348,3545
1553,300,5285
3204,321,4245
1447,359,2217
2818,293,5683
3171,288,4504
1397,281,4360
1421,361,2419
4141,360,5688
4446,532,5595
3742,282,4618
135,136,3426
3542,331,4447
2170,346,3380
2110,274,2337
5294,459,5955
2486,299,2613
2109,358,3677
2684,849,3900
4245,321,5340
2059,291,3508
949,306,2393
1467,292,2508
3195,292,5006
2888,277,4113
2625,368,3918
3488,324,3979
1009,302,3372
2266,258,2319
1458,776,5263
66,67,1028
1435,252,2546
1423,296,2601
1006,128,1481
2195,567,5240
2217,359,2914
1660,6,2636
5709,2026,6039
2235,800,4748
2938,335,4414
4636,353,5002
1503,258,2614
627,415,2695
3055,468,5643
1493,304,2453
953,304,1493
3552,369,3959
1398,381,2333
2473,603,2510
2989,245,4397
4725,333,5880
4445,352,4780
1512,308,1634
3708,373,3986
75,76,1557
2154,376,3925
2444,515,5199
108,109,623
3643,1817,4509
1443,296,3355
2538,295,3384
111,112,1549
1647,299,2486
1573,376,2589
2914,359,5631
1582,595,2471
2316,498,3897
3365,337,5135
1476,411,2559
2435,378,3989
151,152,1673
2411,305,3967
1642,394,2548
3192,241,5249
3380,346,4804
59,60,2668
2359,285,3530
210,211,2642
1516,256,2575
968,393,2307
989,398,1615
1611,389,2485
2123,382,2363
1625,311,2681
2395,526,3443
1414,395,2521
3901,367,4764
994,305,1601
2273,291,3389
3508,291,3653
2574,301,5247
2114,820,3355
2293,374,3519
2345,363,3812
1502,389,2438
1532,398,2639
124,125,1574
3980,963,5247
1539,379,2698
205,206,1012
2043,300,3563
100,101,1576
1473,307,3888
1472,308,2617
995,308,1472
3233,354,3535
947,309,1482
1523,372,5156
1646,401,1674
1417,381,2360
2515,572,3990
619,413,3666
1402,380,2074
1584,401,2596
3263,368,3274
1610,310,3945
621,409,1648
1491,307,2308
2481,392,3852
40,41,3304
2143,303,3593
955,303,1678
1024,310,2692
975,419,1656
3037,259,4712
1438,846,2296
1668,545,3867
623,420,1657
4056,1693,5954
3316,217,4448
3351,454,4960
4132,423,4199
5379,2734,5946
4067,424,5329
2937,313,4084
4789,313,5644
4136,1938,4931
1609,402,2464
4976,319,5378
2977,1077,4828
4370,428,5457
4062,1783,5934
4367,1065,6005
4087,429,5816
5949,321,6008
4056,424,5424
2283,383,3851
2921,333,4860
2098,443,3240
3331,671,4946
3328,329,4962
178,179,2702
4005,338,4525
4101,343,5590
2969,1281,4656
3202,335,3356
2112,331,4870
